Name,Name2,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key
Kayla Thompson,Kayla Thompson,Toluca W,2023/2024,1652,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.16,0.16,0,8.83,2.83,0,5.83,0,0,0,0,0,0.05,0,0.05,0,0,0,0.11,0.1,0.05,0,0,8.08,0,0,0,0,0.11,0,0,18.53,71,9.7,8,56,0.98,16.46,6,50,-21,10.32,0.22,0.2,0.2,13.35,100,5.8,0.16,0,0,0,0,0,0,0,0,0,0,0,49,51,0,100,0,0,39.68,38.46,0.87,89,-1.22,34.62,34.32,0.82,0.94,0.12,79,76,3,1.07,3.92,32,12.31,1.69,0.22,0.22,14.96,10,12,5,1.6,10,0.06,0.1,-0.03,0,0.01,0.14,
Leticia Rodrigues,Leticia Rodrigues,Cruz Azul W,2023/2024,196,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.46,0.46,0,13.3,2.83,0,2.75,0,0,0,0,0,0,0,0.46,0,0,0,0.46,0.07,0,0,0,8.89,0,0,0,0,0,0,0,11.93,46,5.05,0,31,0,16.52,5,100,54,7.63,0.46,0.03,0.03,9.18,100,7.02,0.46,0.46,0.46,0,0,0,0.46,0,0,0,0,0,64,36,0,100,0,0,42.2,25.18,0.91,100,-17.02,38.32,25.18,4.13,2.48,-1.65,36,61,-26,2.52,6.42,38,16.97,2.49,0,0,14.78,-2,23,4,1.42,11,0.05,0.07,0,0,-2.01,-1.89,
Mariana Amezcua,Mariana Amezcua,Puebla W,2023/2024,163,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,13.28,2.85,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0.55,0.27,0,0,0,4.5,0,0,0,0,0,0,0,13.83,60,3.87,14,32,1.66,10.51,15,57,-2,7.89,0,0.07,0.07,10.51,100,8.88,0,0,0,0,0,0,0,0,0,0,0,0,43,57,0,0,0,0,31.51,34.35,0.74,88,2.85,23.22,30.4,1.66,1.67,0.01,75,75,0,1.8,6.64,30,22.13,1.95,0,0,10.93,4,23,0,0,0,-0.07,0.16,0,0,-0.23,-0.14,
Maricruz Itzayana Gonzalez Aguilar - Cruz Azul,Maricruz Itzayana Gonzalez Aguilar,Cruz Azul W,2023/2024,1304,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.14,0,0,11.8,2.77,0.07,6.56,0,0,0,0,0,0,67,0.14,0,0,0.07,0.14,0.12,0.07,0.07,0.07,10.73,0,0,0,0,0,0,0,20.02,73,6.28,18,45,0.9,13.18,5,71,-2,9.29,0.21,0.19,0.19,13.67,100,6.89,0,0,0,0,0,0,0,0,0,0,0,0,38,62,0,0,0,0,33.28,33.09,0.82,92,-0.19,27.35,30.39,1.59,1.37,-0.22,74,77,-4,1.67,6,39,15.46,2.09,0.21,0.21,18.58,-1,13,5,1.04,8,0.01,0.11,0,0,-0.28,-0.15,
Maricruz Itzayana Gonzalez Aguilar - Tijuana,Maricruz Itzayana Gonzalez Aguilar,Tijuana W,2023/2024,756,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.12,0,0,7.27,2.73,0,4.29,0,0,0,0,0,0,100,0,0,0,0,0.12,0.15,0,0,0,11.73,0,0,0,0,0,0,0,15.25,74,4.05,16,43,1.07,8.46,10,55,-19,10.14,0.36,0.14,0.14,10.6,100,5.02,0.12,0.12,0,0.12,0,0,0,0,0,0,0,0,40,60,0,100,0,0,32.04,31.7,0.82,91,-0.34,26.39,28.99,1.31,1.11,-0.2,69,74,-5,1.02,4.29,36,11.91,1.76,0.12,0.12,15.56,2,10,4,1.31,7,0.04,0.07,0,0,-0.28,-0.17,
Mariángela Medina,Mariángela Medina,Tigres UANL W,2023/2024,319,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.98,0,3.67,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,88,1.69,26,50,0.85,2.54,7,50,-38,12.15,0.28,0.71,0.71,10.72,100,5.5,0.28,0,0,0,0,0,0,0,0,0,0,0,20,80,0,100,0,0,24.93,44.55,0.89,81,19.62,22.17,35.88,0.28,0.18,-0.1,80,87,-7,0.38,1.41,33,4.23,2.7,0,0,18.37,11,11,7,1.27,4,0.01,0.03,0,0,-0.13,-0.1,
Marta Alemany Sanchez,Marta Alemany Sanchez,Querétaro W,2023/2024,3412,Portera,0,0,0,0.06,0.03,0,0,0,0,0,0.05,0.01,0.18,0.05,0.01,0.11,0,0,0.08,0.05,0.01,0.21,0.04,0,0,0,0,0.29,0,0,0,0,0,0.08,0.05,0.13,0.11,0,9.55,2.27,0,5.41,0,0,0,0,0,0.03,33,0.11,0,0,0.05,0.11,0.1,0.08,0.03,0,7.38,0,0,0,0,0.13,0,0,18.44,50,9.39,63,39,1.35,22.66,6,43,-7,11.65,1.61,0.09,0.09,12.37,100,7.06,0.98,0.11,0,0.11,0,0,0,0.05,0,0,0,0,69,31,0,97,3,0,51,42.79,0.84,87,-8.21,42.88,37.05,1.42,1.41,-0.02,72,72,0,1.33,5.09,36,14.09,1.78,0.16,0.11,15.52,3,21,5,1.96,13,0.15,0.08,-0.02,0,-0.06,0.16,
María Martínez,María Martínez,León W,2023/2024,865,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0.1,0.13,0.42,0.52,0,8.43,3.38,0,5.41,0,0,0,0,0,0,60,0.31,0,0,0.1,0.42,0.32,0.1,0,0,14.1,0,0,0,0,0,0,0,18.21,54,8.43,21,40,1.98,19.46,9,56,2,12.1,0.31,0.36,0.36,13.32,100,7.88,0,0,0,0,0,0,0,0,0,0,0,0,66,34,0,0,0,0,43.82,40.38,0.87,91,-3.44,38.27,36.75,0.94,1.28,0.34,81,74,7,1.54,4.89,37,13.11,1.96,0,0,18.21,4,13,4,1.42,8,0.07,0.09,0.04,0,0.16,0.36,
María Tarango - Tijuana,María Tarango,Tijuana W,2023/2024,101,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,12.5,2.42,0,2.68,0,0,0,0,0,0,0,0,0,0,1.79,0.89,0.84,0,0,0,2.75,0,0,0,0,0,0,0,8.93,80,0.89,29,20,0.89,3.57,8,50,-30,7.68,0.89,0.03,0.03,5.36,100,3.52,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,0,0,0,29.23,40.79,0.85,83,11.56,24.88,33.74,2.68,2.62,-0.05,67,67,-1,2.96,8.04,38,21.44,1.63,0,0,8.96,1,8,8,1.88,8,0.06,0.17,0,0,-1,-0.77,
María Tarango - Mazatlán,María Tarango,Mazatlán W,2023/2024,391,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,0,14.26,2.74,0,6.44,0,0,0,0,0,0,0,0.23,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,23,1.84,13,14,0,13.11,0,0,0,9.66,0.23,0.01,0.01,5.52,96,10.2,0.23,0,0,0,0,0,0,0,0,0,0,0,91,9,0,100,0,0,53.13,0,0.76,0,0,40.43,0,2.76,2.38,-0.38,65,70,-5,2.54,7.82,43,18.18,2.06,0.69,0.46,12.37,-1,15,6,1.27,12,0.12,0.05,0,0,-0.5,-0.33,
Melany Aylin Villeda Medina,Melany Aylin Villeda Medina,Pumas UNAM W,2023/2024,2127,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0.04,0,0.17,0.17,0,100,0.42,0,0.08,0.08,0,0,0,0,0.17,0.04,0,8.38,3.27,0,6.47,0,0,0,0,0,0.04,100,0.04,0,0,0.17,0.13,0.13,0.13,0.08,0.08,13.56,0,0,0,0,0.04,0,0,22.04,61,7.45,8,39,1.14,17.86,7,60,0,11.83,0.17,0.19,0.19,16.63,99,6.83,0.08,0,0,0,0,0,0,0,0,0,0,0,56,44,0,100,0,0,40.42,36.31,0.8,89,-4.12,32.39,32.28,1.44,1.18,-0.26,67,73,-6,1.32,4.36,38,11.38,1.94,0.17,0.13,17.38,5,15,4,2.2,13,0.06,0.09,0,0,-0.3,-0.15,
Miriam Guadalupe Aguirre Olmos,Miriam Guadalupe Aguirre Olmos,Toluca W,2023/2024,1921,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.23,0.05,0,8.57,2.25,0,4.78,0,0,0,0,0,0.05,80,0.05,0,0,0.05,0.19,0.23,0.09,0,0,7.78,0,0,0,0,0,0,0,15.74,74,7.83,17,54,0.98,13.54,5,56,-18,10.8,0.09,0.17,0.17,11.9,100,6.47,0.09,0,0,0,0,0,0,0,0,0,0,0,38,62,0,100,0,0,37.98,41.04,0.86,92,3.06,32.48,37.9,1.27,1.1,-0.17,71,75,-4,1.22,4.36,36,12.23,1.58,0.28,0.28,16.19,4,10,5,1.28,8,0.07,0.06,-0.01,0,-0.33,-0.21,
Natalia Acuña,Natalia Acuña,Juárez W,2023/2024,307,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,9.08,3.12,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,78,5.86,7,50,0.88,10.83,3,67,-11,10.93,0,0.12,0.12,12.88,100,6.09,0,0,0,0,0,0,0,0,0,0,0,0,41,59,0,0,0,0,34.16,51.84,0.83,105,17.68,28.25,54.57,0.59,0.84,0.25,87,81,6,1.21,4.39,29,15.22,1.83,0,0,16.09,-1,7,3,1.79,12,0.08,0.07,0,0,0.28,0.44,
Natsidieli Tzoali Nieto Alba,Natsidieli Tzoali Nieto Alba,Cruz Azul W,2023/2024,478,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,0,0,5.64,3.58,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0.19,0.25,0,0,0,13.1,0,0,0,0,0,0,0,17.12,76,4.52,21,48,0.56,8.84,6,86,10,11.33,0.19,0.15,0.15,11.29,100,6.16,0.19,0,0,0,0,0,0,0,0,0,0,0,37,63,0,100,0,0,35.47,27.83,0.84,92,-7.64,29.7,25.52,1.13,0.8,-0.33,74,81,-8,0.83,4.33,47,9.22,2.85,0.19,0,17.23,3,10,3,1.05,6,0.04,0.06,0,0,-0.29,-0.19,
Nicole Buenfil,Nicole Buenfil,Atlético San Luis W,2023/2024,3206,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.2,0.06,0,11.62,2.58,0,4.69,0.03,0.03,25,0.04,0.04,0,33,0.08,0,0,0.06,0.17,0.17,0.08,0.03,0,6.56,0,0,0,0,0.08,0,0,19.68,64,6.62,9,40,0.93,15.78,7,53,-11,11.34,0.17,0.07,0.07,14.46,100,6.08,0.14,0,0,0,0,0,0,0,0,0,0,0,48,52,0,100,0,0,36.69,33.94,0.81,81,-2.74,29.8,27.5,2.05,1.74,-0.3,69,73,-5,1.73,6.51,37,17.8,1.62,0.03,0.03,14.56,2,16,4,1.36,10,0.05,0.08,-0.01,0,-0.47,-0.35,https://drive.google.com/uc?id=1oN2yBh2msAV4cocxdt-u8QljiuWZ4Lsw
Ofelia Solís,Ofelia Solís,Tigres UANL W,2023/2024,611,Portera,0,0,0,0,0,0,0,0,0,0,0,0.01,0.15,0,0.01,0.15,0,0,0,0,0.01,0.15,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,3.71,0,3.39,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,17.22,83,1.47,19,34,0.29,3.97,7,55,-29,10.56,0,0.15,0.16,13.69,100,4.81,0,0,0,0,0,0,0,0,0,0,0,0,22,78,0,0,0,0,24.47,26.67,0.82,85,2.2,19.99,22.68,0.59,0.63,0.04,69,67,2,0.49,1.91,27,7.21,2.04,0,0,16.71,0,7,1,0.41,2,0,0.03,0,0,-0.02,0.01,
Pamela Tajonar Alonso,Pamela Tajonar Alonso,Monterrey W,2023/2024,3398,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0.05,0,0,0.03,0,0,0.03,0.03,0.08,0,0,6.83,2.48,0,4.42,0,0,0,0,0,0,100,0,0,0,0.08,0.08,0.09,0.05,0.03,0,15.48,0,0,0,0,0.08,0,0,23.28,82,5.27,32,55,1.22,8.42,10,67,-15,11.72,0.08,0.23,0.23,16.92,100,3.72,0.05,0,0,0,0,0,0,0,0,0,0,0,28,72,0,100,0,0,28.22,29.83,0.86,89,1.61,24.39,26.56,0.61,0.89,0.28,84,77,7,0.87,3.84,38,9.99,1.65,0.11,0.05,21.33,4,9,3,1.07,6,0.06,0.07,0,0,0.18,0.32,
Paola Naomi Manrique Mendoza - Puebla,Paola Naomi Manrique Mendoza,Puebla W,2023/2024,309,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0,100,0,0,0,0,0,0,0,0,0.29,0.87,0,8.17,3.24,0,3.79,0,0,0,0,0,0,50,0.58,0,0,0,0.29,0.45,0,0,0,13.93,0,0,0,0,0,0,0,20.71,91,4.37,34,65,0.29,6.42,4,50,-41,11.32,0,0.34,0.34,16.62,100,4.6,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,25.92,28.57,0.9,73,2.65,23.38,20.71,1.46,1.42,-0.04,71,71,-1,1.08,4.96,44,11.37,1.44,0.29,0,16.04,10,7,2,0.58,3,-0.01,0.05,0,0,0.19,0.23,
Paola Naomi Manrique Mendoza - Pachuca,Paola Naomi Manrique Mendoza,Pachuca W,2023/2024,122,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,12.51,2.96,0,9.57,0,0,0,0,0,0,0,1.47,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,66,5.15,10,30,0.74,16.19,16,60,-6,10.01,0,0.02,0.02,15.46,100,4.77,0,0,0,0,0,0,0,0,0,0,0,0,41,59,0,0,0,0,31.27,24.62,0.78,73,-6.65,24.41,18,2.94,2.95,0.01,64,64,0,2.15,8.1,46,17.66,2.03,0,0,14.44,0,23,0,0.74,17,0.45,0.22,0,0,-0.29,0.38,
Renata Masciarelli Orozco,Renata Masciarelli Orozco,Juárez W,2023/2024,2759,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0.1,0,0,0,0,0,0.03,0.03,0.03,0.03,0,9.1,2.81,0,5.32,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.01,0.03,0,0,15.76,0,0,0,0,0.03,0,0,16.02,76,4.21,14,44,0.78,8.71,7,70,-6,9.38,0.16,0.08,0.08,10.8,100,5.09,0.13,0,0,0,0,0,0,0,0,0,0,0,43,57,0,100,0,0,28.72,28.15,0.79,88,-0.58,22.77,24.68,1.04,0.99,-0.05,76,77,-1,1.09,4.27,31,13.67,1.62,0.13,0.1,15.01,2,15,4,1.23,7,0.04,0.07,0,0,-0.21,-0.11,
Valeria Martínez,Valeria Martínez,Necaxa W,2023/2024,2289,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0.04,0,0.04,0.04,0,100,0.2,0,0,0,0,0,0.04,0.01,0,0,0,11.88,1.7,0,5.31,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,15.14,46,6.84,15,31,0.79,21.43,4,52,5,10.55,0.43,0.04,0.04,9.36,100,9.86,0.2,0,0,0,0,0,0,0,0,0,0,0,69,31,0,100,0,0,45.07,36.52,0.78,74,-8.55,35,27.05,1.89,1.41,-0.48,70,78,-7,1.57,6.37,36,17.93,1.57,0.16,0.16,14.43,0,24,4,1.03,13,0.1,0.07,0,0,-0.56,-0.39,
Wendy Toledo,Wendy Toledo,Guadalajara W,2023/2024,404,Portera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,3.26,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59,85,3.34,11,56,0.45,5.57,9,88,3,10.34,0.67,0.17,0.17,12.91,100,4.68,0.22,0,0,0,0,0,0,0,0,0,0,0,30,70,0,100,0,0,30.05,25.51,0.84,97,-4.54,25.34,24.7,0.45,0.61,0.16,86,81,5,0.55,3.12,47,6.68,2.55,0.22,0.22,15.56,3,7,2,0.53,2,0.03,0.03,0,0,-0.04,0.02,
Karla Zempoalteca,Karla Zempoalteca,Atlas W,2023/2024,2015,Central,0.04,0.04,0.05,0.21,0.22,20,40,0,0,0.02,0,0.01,0.04,0,0.01,0.04,0,0,0,0.04,0.05,0.27,-0.01,0.49,0.27,0.22,55,0.71,0,0.13,0.49,1.25,1.15,4.65,3.78,16.57,7.46,0.04,5.67,26.85,1.38,11.35,2.19,3.44,79,1.87,3.01,1.3,65,0.58,62,1.65,0,13.09,10.87,3.13,1.52,0.22,29.5,1.7,13,0.4,26,0.18,0,0,31.04,80,2.14,19,51,5.36,3.48,16,71,-9,30.89,0.71,0.12,0.17,22.87,97,5.46,0.54,0,0,0,0.04,0.63,0.63,0,0,0,0,0.04,31,65,3,58,33,8,22.47,19.62,0.95,94,-2.84,21.4,18.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,1.9,13,-0.01,0.05,-0.05,-0.03,0,-0.03,
Kenia Diaz,Kenia Diaz,León W,2023/2024,115,Central,0,0,0,0,0,0,0,0,0,0,0,0.07,1.57,0,0.07,1.57,0,0,0,0,0.07,1.57,-0.07,1.57,0,1.57,0,1.57,0,0.79,2.36,3.14,2.27,3.93,2.84,23.58,12.57,0.1,7.86,36.43,1.57,9.43,1.57,4.72,67,2.57,4.84,3.14,100,0.79,0,0,0,18.86,17.3,3.93,0.79,0,40.09,5.5,29,0,0,0,0,0,39.3,76,0.79,30,25,3.93,3.14,16,100,24,48.85,2.36,1,1.09,35.37,96,4.48,9.43,0.79,0.79,0,0,0,0.79,0,100,0.79,50,0,33,61,6,8,83,8,18.33,13.59,0.93,100,-4.74,16.99,13.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,10.85,51,0.22,0.06,-0.09,0,0,0.18,
Kenya García,Kenya García,Mazatlán W,2023/2024,1142,Central,0,0,0.01,0.08,0.08,0,100,0,0,0.04,0,0.01,0.24,0,0.01,0.24,0,0,0,0,0.02,0.32,-0.02,0.08,0,0.08,0,0.95,0,0.39,0.32,1.89,0.94,4.49,2.42,18.99,8.2,0.03,6.86,24.86,0.79,8.35,2.05,3.94,79,1.35,2.29,0.71,62,0.55,57,1.65,0.08,16.23,8.93,4.57,1.65,0.32,28.41,1.89,12,0.32,19,0.08,0,0,15.84,65,0.24,22,18,4.65,1.18,17,52,-12,34.19,1.58,0.07,0.08,9.61,93,3.9,1.34,0,0,0,0,0.24,0.24,0,0,0,0,0,44,55,2,41,59,0,20.45,16.79,0.96,107,-3.66,19.62,18.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,1.55,18,0.03,0.03,0.02,0.01,0,0.09,
Kimberly Hernández,Kimberly Hernández,Tijuana W,2023/2024,159,Central,0,0,0,0.01,0.57,0,100,1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.57,0,0,0,2.83,2.01,8.49,5.83,19.25,10.76,0.08,7.36,19.5,2.83,10.76,4.53,7.36,80,3.34,5.35,0.57,67,1.13,40,1.13,0,14.15,9.55,3.4,1.13,0.57,21.86,1.13,8,0,0,0.57,0,0,22.08,46,2.83,33,33,8.49,8.49,17,38,-8,27.06,1.13,0.8,0.8,13.02,100,3.33,1.13,0,0,0,0,0,0,0,0,0,0,0,59,39,2,100,0,0,30.48,21.51,0.85,102,-8.97,25.84,21.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,3.85,20,0.06,0.03,0.17,0,0,0.25,
Kimberly Vanessa Rodríguez Cubero,Kimberly Vanessa Rodríguez Cubero,América W,2023/2024,3277,Central,0.11,0.11,0.09,0.08,1.21,9,30,0,0,0.09,0.14,0.06,0.58,0.14,0.05,0.52,0,0,0.05,0.25,0.15,1.79,0.1,0.52,0.44,0.08,84,0.22,0,0.41,0.63,2.06,2.84,3.95,5.12,11.29,5.08,0.03,4.59,30.88,2.69,11.48,1.79,3.84,76,2.54,5.38,0.96,59,0.58,76,3.21,0.05,8.62,11.4,2.69,1.26,0.27,35.04,2.06,24,0.52,41,0.22,0,0,47.51,83,5.71,78,72,4.5,7.41,12,72,-11,39.69,5.6,0.72,0.78,36.83,97,4.41,6.45,0.38,0.3,0.08,0.19,3.08,3.38,0.14,43,0.25,41,0.25,35,63,2,49,49,2,23.12,18.44,0.97,97,-4.68,22.34,17.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,5.07,22,0.13,0.04,-0.04,-0.04,0,0.09,
Kinberly Paloma Guzmán Prado,Kinberly Paloma Guzmán Prado,Guadalajara W,2023/2024,1075,Central,0,0,0,0.02,0.25,0,33,0,0,0,0,0.03,0.33,0,0.03,0.25,0,0.01,0.08,0,0.04,0.59,-0.04,0.67,0.42,0.25,63,0.33,0,0.33,0.67,0.59,0.86,4.35,5.14,12.31,4.86,0.01,4.19,33.25,1.84,9.55,1.26,1.84,94,1.69,2.55,1,80,0.08,56,1.17,0,10.05,12.09,3.1,2.26,0.33,37.37,2.43,24,1.09,48,0.08,0,0,40.37,81,2.93,16,47,4.86,5.78,13,74,-7,39.76,4.77,0.39,0.41,32.08,97,5.37,4.77,0.33,0.08,0.25,0.08,0.5,0.59,0,0,0.08,33,0.08,37,61,2,61,39,0,22,20.45,0.92,100,-1.54,20.26,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3.65,19,0.1,0.06,0.04,-0.01,0,0.2,
Konya Plummer,Konya Plummer,Tigres UANL W,2023/2024,858,Central,0.21,0.21,0.09,0.14,0.63,33,50,0,0,0.14,0,0.03,0.21,0,0.03,0.21,0,0,0,0.21,0.12,0.84,0.09,0.42,0.42,0,100,0.63,0,0.63,0.31,1.05,1.45,4.82,7.07,11.11,4.19,0.04,5.03,33.36,2.52,11.74,1.26,2.31,80,1.7,3.15,1.05,67,0.31,65,1.78,0.1,8.81,13.07,2.41,2.41,0.1,39.84,2.52,29,1.05,43,0.21,0,0,50.64,80,4.19,20,51,6.08,6.92,10,61,-19,35.78,3.56,0.77,0.78,44.24,98,6.8,3.98,0.21,0.21,0,0.1,1.26,1.47,0.1,0,0,0,0.1,28,68,3,29,68,3,24.03,24,0.94,91,-0.03,22.64,21.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4.33,18,0,0.09,-0.22,0.04,0,-0.09,
Lia Shoenstatt Martínez Ramírez,Lia Shoenstatt Martínez Ramírez,Querétaro W,2023/2024,287,Central,0,0,0,0,0,0,0,0,0,0,0,0.01,0.31,0,0.01,0.31,0,0,0,0,0.01,0.31,-0.01,0,0,0,0,0.31,0,0,0,0.63,0.59,7.84,3.68,15.69,8.47,0.08,3.14,21.89,0.63,7.53,2.51,3.14,89,1.2,1.79,0.94,75,0.31,67,2.51,0,12.24,6.76,1.26,1.57,0,27.69,0.63,5,0.31,20,0,0,0,16.32,55,0.63,20,17,8.47,3.14,28,47,-8,31.84,0.63,0.18,0.18,8.79,100,3.41,0.94,0,0,0,0,0,0,0,0,0,0,0,60,40,0,100,0,0,27.2,20.56,0.85,93,-6.64,23.2,19.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0.75,5,0.05,0.03,-0.16,0,0,-0.08,
